Complain,IsActiveMember,Age,Gender,Balance,Point Earned,Geography,NumOfProducts,Exited
0,1,0.13513513513513514,0,0.6551083748784219,659,1,0.0,0
0,0,0.05405405405405406,0,0.39378538114817857,430,2,0.0,0
0,1,0.12162162162162166,1,0.7697382231965179,262,0,0.0,0
0,1,0.12162162162162166,1,0.20535329702988175,562,0,0.0,0
0,1,0.0675675675675676,1,0.33593113442991934,453,0,0.3333333333333333,0
0,0,0.2837837837837838,0,0.0,426,2,0.3333333333333333,0
1,0,0.445945945945946,1,0.47784277672261277,933,0,0.0,1
0,1,0.040540540540540515,1,0.549667197546223,923,0,0.0,0
0,0,0.25675675675675674,0,0.0,850,0,0.3333333333333333,0
0,0,0.2027027027027027,1,0.3990338069133967,492,0,0.0,0
0,1,0.2972972972972973,1,0.6619506350167912,563,1,0.3333333333333333,0
0,0,0.27027027027027034,0,0.0,657,0,0.3333333333333333,0
0,0,0.10810810810810811,1,0.0,805,2,0.0,0
1,0,0.35135135135135137,1,0.592254608235559,955,0,0.0,1
0,0,0.47297297297297297,1,0.3749688568773083,325,1,0.3333333333333333,0
0,1,0.21621621621621623,0,0.0,945,2,0.3333333333333333,0
0,1,0.14864864864864863,1,0.0,512,0,0.0,0
1,0,0.2972972972972973,1,0.6574341797500333,955,1,0.6666666666666667,1
1,0,0.5945945945945947,0,0.5601852130480547,726,0,0.0,1
0,1,0.35135135135135137,0,0.6078533718610613,777,0,0.0,0
1,0,0.13513513513513514,0,0.7647109230684062,489,0,0.0,1
1,0,0.35135135135135137,0,0.3842918453464513,915,0,0.0,1
0,1,0.1891891891891892,1,0.5258945574276792,406,2,0.0,0
0,1,0.14864864864864863,1,0.0,1000,0,0.3333333333333333,0
1,0,0.16216216216216217,1,0.5695944118187588,763,1,0.0,1
0,1,0.25675675675675674,0,0.0,741,0,0.3333333333333333,0
0,1,0.22972972972972977,1,0.5831514301284637,292,0,0.0,0
1,0,0.4594594594594595,1,0.3503185695833715,771,0,0.0,1
0,0,0.013513513513513542,0,0.3883867350285529,596,0,0.3333333333333333,0
1,1,0.6216216216216217,0,0.0,753,0,0.0,1
0,1,0.22972972972972977,1,0.0,695,2,0.3333333333333333,0
0,0,0.21621621621621623,1,0.6157310324682026,518,0,0.3333333333333333,0
0,0,0.4324324324324324,1,0.46084475971897604,666,0,0.0,0
0,0,0.09459459459459457,1,0.4320346559832321,399,0,0.0,0
0,1,0.27027027027027034,1,0.25944960362193276,603,1,0.3333333333333333,0
1,0,0.3378378378378379,1,0.4105987813617872,784,1,0.0,1
0,1,0.27027027027027034,0,0.3378454973491428,289,0,0.0,0
0,0,0.27027027027027034,0,0.0,380,0,0.3333333333333333,0
0,1,0.22972972972972977,0,0.4610669216334011,275,2,0.0,0
0,0,0.2837837837837838,0,0.0,269,0,0.3333333333333333,0
0,0,0.24324324324324326,1,0.2913057648226816,328,1,0.3333333333333333,0
0,0,0.12162162162162166,0,0.6014594610903575,839,1,0.3333333333333333,0
0,1,0.0675675675675676,0,0.5701711400034971,930,2,0.0,0
0,0,0.13513513513513514,0,0.0,626,2,0.3333333333333333,0
0,1,0.5675675675675675,1,0.0,421,0,0.3333333333333333,0
0,1,0.3243243243243243,0,0.3983627376358266,478,1,0.0,0
0,0,0.35135135135135137,1,0.4601511713381318,654,0,0.3333333333333333,0
0,1,0.1891891891891892,1,0.43139391774564734,801,1,0.0,0
1,1,0.27027027027027034,1,0.0,258,0,0.0,1
0,0,0.3243243243243243,1,0.39376788400421864,365,2,0.3333333333333333,0
0,0,0.25675675675675674,0,0.0,420,0,0.3333333333333333,0
0,0,0.1756756756756757,1,0.0,341,0,0.3333333333333333,0
0,1,0.21621621621621623,1,0.0,892,0,0.3333333333333333,0
0,1,0.14864864864864863,1,0.4509678810229285,354,1,0.3333333333333333,0
1,0,0.2837837837837838,0,0.6478014240762058,699,1,0.6666666666666667,1
0,1,0.2972972972972973,0,0.3668957384251112,970,2,0.0,0
0,1,0.40540540540540543,1,0.0,501,0,0.3333333333333333,0
1,0,0.13513513513513514,0,0.0,471,0,0.6666666666666667,1
0,1,0.14864864864864863,0,0.41827380989628105,769,1,0.0,0
0,0,0.1756756756756757,1,0.0,363,0,0.3333333333333333,0
0,0,0.1756756756756757,0,0.0,993,0,0.3333333333333333,0
0,1,0.16216216216216217,0,0.42997154741193927,623,0,0.0,0
1,0,0.37837837837837845,1,0.43984559627377,997,1,0.0,1
0,0,0.12162162162162166,1,0.0,538,0,0.3333333333333333,0
0,0,0.21621621621621623,0,0.43756287662452914,985,2,0.3333333333333333,0
0,1,0.05405405405405406,1,0.5969634922290561,873,0,0.0,0
0,0,0.27027027027027034,0,0.41586430570276567,361,0,0.0,0
0,1,0.040540540540540515,0,0.3420439749063056,374,2,0.0,0
0,0,0.25675675675675674,1,0.8477265410828756,232,0,0.0,0
0,1,0.25675675675675674,1,0.35750308023468813,725,1,0.3333333333333333,0
0,1,0.13513513513513514,0,0.0,397,0,0.3333333333333333,0
0,0,0.1891891891891892,0,0.2712943729464023,504,1,0.0,0
0,1,0.6621621621621623,1,0.5921314905187203,595,2,0.0,0
0,1,0.5,0,0.54346432051356,940,0,0.0,0
0,1,0.27027027027027034,1,0.48710613938910424,591,0,0.0,0
0,1,0.36486486486486486,1,0.0,364,0,0.3333333333333333,0
0,1,0.7027027027027029,1,0.47702587134083013,237,1,0.3333333333333333,0
0,1,0.2837837837837838,0,0.5386223944550554,444,0,0.0,0
1,0,0.3243243243243243,0,0.5823111287933679,812,1,0.0,1
1,1,0.5135135135135136,0,0.4906808975708026,873,2,0.6666666666666667,1
1,1,0.35135135135135137,0,0.44544141408170945,785,1,0.6666666666666667,1
0,1,0.1891891891891892,0,0.44132815040560897,629,0,0.0,0
0,1,0.3108108108108108,0,0.4844933654138221,698,0,0.0,0
0,0,0.27027027027027034,0,0.48076575632759905,364,1,0.0,0
0,1,0.5405405405405406,0,0.4572118105801444,904,0,0.0,0
0,0,0.25675675675675674,0,0.41234973131919817,287,1,0.0,0
0,1,0.527027027027027,1,0.403091430468841,898,1,0.3333333333333333,0
0,1,0.37837837837837845,1,0.3114266832401953,887,1,0.3333333333333333,0
0,0,0.0675675675675676,1,0.0,474,0,0.3333333333333333,0
0,0,0.16216216216216217,1,0.5318746746936177,317,2,0.0,0
0,1,0.2027027027027027,0,0.0,241,0,0.3333333333333333,0
1,0,0.40540540540540543,0,0.43075788261281706,223,1,0.0,1
0,0,0.1891891891891892,1,0.523536269247805,607,0,0.0,0
0,1,0.25675675675675674,0,0.25099688881649124,513,1,0.3333333333333333,0
0,0,0.16216216216216217,0,0.5713094109245711,911,1,0.0,0
0,0,0.24324324324324326,1,0.46629860753423835,612,1,0.3333333333333333,0
0,1,0.1756756756756757,1,0.2338117440431691,437,0,0.3333333333333333,0
1,0,0.3108108108108108,1,0.5133903171602463,676,2,0.6666666666666667,1
0,0,0.36486486486486486,1,0.5482522405810264,622,0,0.0,0
0,1,0.21621621621621623,1,0.5675336547998433,981,1,0.0,0
0,0,0.27027027027027034,0,0.0,272,0,0.3333333333333333,0
0,1,0.3108108108108108,0,0.5013399265016326,880,0,0.0,0
1,0,0.05405405405405406,1,0.543823390604528,919,0,0.0,1
0,0,0.27027027027027034,1,0.4843695701310441,582,2,0.0,0
0,1,0.4594594594594595,1,0.5767152312717886,691,1,0.0,0
0,1,0.24324324324324326,1,0.0,675,0,0.3333333333333333,0
0,1,0.22972972972972977,0,0.0,723,0,0.3333333333333333,0
1,0,0.40540540540540543,1,0.5107259684599433,382,1,0.0,1
0,1,0.09459459459459457,1,0.4798099897850957,648,0,0.0,0
1,1,0.527027027027027,0,0.0,259,0,0.6666666666666667,1
0,1,0.3243243243243243,1,0.5170836493813087,361,0,0.3333333333333333,0
1,0,0.1756756756756757,0,0.7376630886269403,921,2,0.0,1
0,0,0.13513513513513514,0,0.0,921,0,0.3333333333333333,0
0,1,0.3243243243243243,1,0.0,262,0,0.0,0
0,1,0.1756756756756757,1,0.0,676,2,0.3333333333333333,0
0,1,0.14864864864864863,1,0.5762975716554877,251,0,0.0,0
1,0,0.36486486486486486,0,0.0,482,0,0.3333333333333333,1
0,0,0.24324324324324326,1,0.0,813,0,0.3333333333333333,0
0,0,0.25675675675675674,1,0.0,981,0,0.0,0
0,1,0.6756756756756757,1,0.3993431755498817,888,1,0.0,0
0,1,0.4324324324324324,1,0.5791009010869713,561,1,0.3333333333333333,0
0,1,0.13513513513513514,1,0.4227624451027108,802,1,0.3333333333333333,0
0,1,0.39189189189189194,0,0.4807604952273651,870,1,0.0,0
0,1,0.27027027027027034,1,0.0,780,0,0.3333333333333333,0
0,1,0.24324324324324326,1,0.0,472,0,0.3333333333333333,0
0,1,0.16216216216216217,1,0.0,554,0,0.0,0
0,1,0.12162162162162166,0,0.6826831961933231,508,1,0.0,0
0,1,0.10810810810810811,1,0.0,829,0,0.3333333333333333,0
1,0,0.27027027027027034,0,0.5110380473601852,951,1,0.0,1
0,1,0.1891891891891892,0,0.0,862,0,0.3333333333333333,0
0,0,0.13513513513513514,1,0.30999195729230145,264,1,0.0,0
0,1,0.7297297297297298,0,0.49812332170404333,374,1,0.3333333333333333,0
0,0,0.14864864864864863,1,0.0,839,0,0.3333333333333333,0
0,1,0.13513513513513514,0,0.0,434,0,0.0,0
1,1,0.445945945945946,1,0.43762608954097665,974,2,0.3333333333333333,1
0,0,0.2837837837837838,1,0.0,680,0,0.3333333333333333,0
1,0,0.5810810810810811,0,0.4997934021737671,538,1,0.0,1
0,1,0.7162162162162162,0,0.0,750,2,0.3333333333333333,0
0,1,0.27027027027027034,1,0.4437952078471383,260,1,0.3333333333333333,0
0,1,0.2972972972972973,1,0.41567239511468584,998,2,0.3333333333333333,0
1,1,0.5810810810810811,0,0.3781104112829237,507,1,0.3333333333333333,1
0,0,0.08108108108108109,1,0.0,239,0,0.3333333333333333,0
0,0,0.2027027027027027,0,0.5408713553777951,438,0,0.3333333333333333,0
0,1,0.25675675675675674,0,0.4242899178706383,798,1,0.3333333333333333,0
1,0,0.3378378378378379,1,0.5277536389376261,320,0,0.0,1
1,0,0.2972972972972973,0,0.4958252173223001,946,1,0.0,1
1,0,0.37837837837837845,1,0.4703983996051943,719,0,0.6666666666666667,1
0,0,0.2837837837837838,1,0.3289427591895977,361,1,0.0,0
1,0,0.35135135135135137,1,0.7355660619018662,295,2,0.0,1
0,1,0.2837837837837838,1,0.5072908685753647,572,1,0.0,0
0,1,0.6486486486486487,0,0.0,955,2,0.0,0
0,1,0.36486486486486486,0,0.0,921,0,0.3333333333333333,0
0,0,0.0675675675675676,1,0.7343414212519513,971,1,0.0,0
1,0,0.4594594594594595,1,0.23782337282838625,374,0,0.0,1
0,1,0.09459459459459457,0,0.3170354545146199,509,0,0.0,0
0,1,0.2837837837837838,0,0.6040428207325135,221,0,0.0,0
0,1,0.12162162162162166,1,0.6637271730526129,917,1,0.3333333333333333,0
0,0,0.13513513513513514,1,0.599164186542831,588,1,0.0,0
0,0,0.3378378378378379,1,0.4859008292968672,224,0,0.0,0
0,0,0.445945945945946,1,0.6248504323010192,401,0,0.3333333333333333,0
0,1,0.14864864864864863,1,0.509626278940585,404,2,0.0,0
1,1,0.47297297297297297,1,0.45320903000895707,616,0,0.0,1
0,1,0.3378378378378379,0,0.3187531240273691,475,1,0.0,0
0,1,0.35135135135135137,0,0.0,708,0,0.3333333333333333,0
1,0,0.445945945945946,0,0.0,320,0,0.0,1
1,0,0.27027027027027034,1,0.0,354,2,0.0,1
0,0,0.2027027027027027,1,0.5756439198082377,357,0,0.3333333333333333,0
0,1,0.3243243243243243,1,0.3956311106234408,911,0,0.0,0
0,1,0.1891891891891892,0,0.3163390761563789,994,0,0.3333333333333333,0
0,1,0.16216216216216217,0,0.0,757,0,0.3333333333333333,0
0,1,0.21621621621621623,0,0.0,774,2,0.3333333333333333,0
0,1,0.13513513513513514,1,0.0,793,0,0.6666666666666667,0
1,0,0.4594594594594595,0,0.49859263575900487,747,0,0.0,1
0,0,0.2972972972972973,0,0.6476167275725375,449,1,0.3333333333333333,0
0,0,0.25675675675675674,1,0.3813054933977378,468,1,0.3333333333333333,0
0,0,0.09459459459459457,1,0.0,637,0,0.3333333333333333,0
0,1,0.16216216216216217,0,0.0,495,2,0.3333333333333333,0
0,0,0.25675675675675674,1,0.0,968,0,0.0,0
0,0,0.21621621621621623,0,0.2957271615738486,402,0,0.3333333333333333,0
0,1,0.1756756756756757,0,0.3574715933469243,588,0,0.0,0
0,1,0.2027027027027027,0,0.41100882832547675,830,2,0.3333333333333333,0
0,0,0.21621621621621623,0,0.0,824,2,0.0,0
0,1,0.5540540540540542,0,0.4789596843881913,442,1,0.0,0
0,1,0.1891891891891892,1,0.594409905631406,859,0,0.3333333333333333,0
0,1,0.2972972972972973,1,0.5625263627953486,851,0,0.0,0
0,0,0.3378378378378379,0,0.6071849729904282,299,0,0.0,0
0,1,0.24324324324324326,1,0.4783893731514656,348,0,0.3333333333333333,0
0,0,0.2027027027027027,1,0.5267807339625423,399,2,0.0,0
0,1,0.3378378378378379,1,0.3395833742696089,550,1,0.3333333333333333,0
0,1,0.47297297297297297,1,0.33839767373278934,899,2,0.3333333333333333,0
0,0,0.1891891891891892,0,0.0,479,0,0.3333333333333333,0
0,1,0.02702702702702703,1,0.0,249,0,0.0,0
0,0,0.2972972972972973,1,0.0,221,2,0.0,0
0,0,0.16216216216216217,1,0.4844005787369685,531,0,0.0,0
0,1,0.22972972972972977,1,0.46498145920520967,262,2,0.3333333333333333,0
0,1,0.5675675675675675,1,0.0,797,0,0.3333333333333333,0
0,1,0.4189189189189189,0,0.4975293355162649,411,1,0.0,0
0,0,0.24324324324324326,0,0.6185003640322652,419,2,0.3333333333333333,0
0,1,0.1891891891891892,0,0.431501371732244,259,1,0.0,0
0,0,0.2972972972972973,1,0.0,345,2,0.3333333333333333,0
0,0,0.27027027027027034,1,0.0,940,0,0.3333333333333333,0
1,1,0.40540540540540543,1,0.0,497,2,0.0,1
0,1,0.27027027027027034,1,0.3978223987277066,671,1,0.3333333333333333,0
0,1,0.22972972972972977,1,0.5267647115209209,331,0,0.0,0
1,0,0.36486486486486486,1,0.41284909741640524,376,1,0.0,1
0,0,0.2837837837837838,1,0.5675867440840223,581,1,0.3333333333333333,0
1,0,0.27027027027027034,1,0.39794045462841116,220,2,0.3333333333333333,1
0,1,0.3108108108108108,0,0.0,914,0,0.3333333333333333,0
0,0,0.3108108108108108,1,0.0,1000,0,0.0,0
0,1,0.2837837837837838,0,0.3230093142598256,225,0,0.0,0
1,0,0.40540540540540543,0,0.0,709,0,0.0,1
0,1,0.2972972972972973,1,0.0,717,0,0.3333333333333333,0
1,1,0.47297297297297297,1,0.7958988049689817,726,0,0.0,1
0,0,0.2027027027027027,1,0.5685393220809294,848,0,0.0,0
0,1,0.7702702702702704,0,0.0,857,2,0.3333333333333333,0
1,0,0.36486486486486486,0,0.4392984418494378,946,1,0.0,1
0,1,0.445945945945946,1,0.0,253,2,0.3333333333333333,0
0,0,0.09459459459459457,1,0.0,624,0,0.3333333333333333,0
0,0,0.1891891891891892,1,0.0,921,2,0.3333333333333333,0
0,0,0.36486486486486486,1,0.5662538921679316,710,0,0.0,0
0,0,0.09459459459459457,0,0.0,476,0,0.3333333333333333,0
0,0,0.2027027027027027,1,0.5961169732300473,256,1,0.0,0
0,0,0.3378378378378379,0,0.0,690,0,0.3333333333333333,0
0,1,0.25675675675675674,1,0.6112686230493027,682,1,0.0,0
0,1,0.040540540540540515,1,0.3047737828534287,995,0,0.0,0
0,1,0.10810810810810811,0,0.4842933638912915,253,0,0.0,0
0,1,0.12162162162162166,0,0.0,658,2,0.0,0
1,0,0.24324324324324326,1,0.2917962428490388,472,2,0.3333333333333333,1
0,0,0.05405405405405406,1,0.0,992,0,0.3333333333333333,0
0,1,0.5,0,0.0,709,0,0.3333333333333333,0
0,0,0.27027027027027034,1,0.369372839785269,759,2,0.3333333333333333,0
1,0,0.4594594594594595,1,0.3834076217957658,397,2,1.0,1
0,1,0.24324324324324326,0,0.45592862026171666,874,1,0.0,0
0,0,0.1891891891891892,1,0.31990143886707156,590,1,0.0,0
0,0,0.2027027027027027,0,0.6908443185039791,716,2,0.0,0
0,1,0.22972972972972977,0,0.5870332452510898,1000,2,0.0,0
0,1,0.6621621621621623,1,0.4774267910927501,876,2,0.3333333333333333,0
0,0,0.24324324324324326,0,0.55854211564544,677,2,0.0,0
1,0,0.4594594594594595,0,0.42833151898446103,644,1,0.0,1
1,0,0.25675675675675674,0,0.3914658736541199,964,1,0.3333333333333333,1
0,1,0.22972972972972977,0,0.5325180036244995,352,1,0.0,0
0,1,0.25675675675675674,1,0.0,936,0,0.3333333333333333,0
0,1,0.27027027027027034,0,0.3791954334925388,286,0,0.0,0
0,1,0.14864864864864863,0,0.0,475,0,0.3333333333333333,0
0,0,0.3243243243243243,1,0.0,491,2,0.3333333333333333,0
0,0,0.25675675675675674,0,0.0,599,0,0.3333333333333333,0
0,0,0.10810810810810811,0,0.3879311715764756,425,1,0.0,0
0,1,0.25675675675675674,1,0.5550685140727856,504,1,0.3333333333333333,0
0,1,0.1756756756756757,0,0.0,365,0,0.0,0
0,0,0.21621621621621623,1,0.6699692691961108,287,2,0.0,0
0,0,0.16216216216216217,0,0.5243717877645063,583,1,0.3333333333333333,0
0,0,0.35135135135135137,1,0.0,319,0,0.3333333333333333,0
0,0,0.4324324324324324,1,0.0,971,0,0.3333333333333333,0
0,1,0.1756756756756757,1,0.0,241,0,0.0,0
0,1,0.39189189189189194,1,0.42791593192279787,801,1,0.0,0
0,1,0.2027027027027027,0,0.37661916836433473,324,0,0.0,0
0,0,0.14864864864864863,0,0.6784197918764548,940,1,0.3333333333333333,0
1,0,0.4594594594594595,1,0.5571228541436885,457,0,0.0,1
0,0,0.22972972972972977,0,0.0,481,0,0.3333333333333333,0
1,1,0.10810810810810811,0,0.592313835470011,410,2,0.6666666666666667,1
0,1,0.7432432432432432,1,0.6785292785608692,539,0,0.3333333333333333,0
0,1,0.2027027027027027,0,0.5113902222213011,459,0,0.0,0
0,1,0.39189189189189194,0,0.0,845,0,0.3333333333333333,0
0,1,0.22972972972972977,0,0.0,917,0,0.0,0
0,1,0.1891891891891892,1,0.6993038488256328,772,1,0.0,0
0,0,0.3108108108108108,1,0.0,340,2,0.3333333333333333,0
0,1,0.05405405405405406,0,0.4020992347928994,725,0,0.3333333333333333,0
0,1,0.6891891891891893,1,0.37194703235883547,366,0,0.0,0
0,1,0.27027027027027034,1,0.25180119944316837,890,1,0.3333333333333333,0
0,0,0.2027027027027027,1,0.5558100103512148,640,0,0.0,0
0,0,0.4594594594594595,0,0.19575178910289834,673,0,0.0,0
1,1,0.1891891891891892,1,0.49385079017540556,896,1,0.6666666666666667,1
0,1,0.2972972972972973,0,0.0,598,0,0.3333333333333333,0
0,0,0.13513513513513514,1,0.0,223,0,0.3333333333333333,0
1,0,0.4594594594594595,0,0.523884059858726,980,1,0.0,1
1,0,0.5135135135135136,1,0.0,327,0,0.0,1
1,1,0.527027027027027,1,0.5433500111539312,687,0,0.3333333333333333,1
1,0,0.27027027027027034,0,0.4509816714826327,502,1,0.3333333333333333,1
0,0,0.3243243243243243,0,0.0,641,2,0.0,0
0,1,0.2027027027027027,0,0.0,348,0,0.3333333333333333,0
0,1,0.37837837837837845,0,0.40966896160907407,633,1,0.0,0
0,0,0.21621621621621623,1,0.33186494165818486,449,2,0.0,0
0,1,0.3108108108108108,1,0.2879760463700621,710,1,0.3333333333333333,0
0,0,0.14864864864864863,0,0.5900862776595869,662,1,0.0,0
0,1,0.783783783783784,0,0.5519757444147941,860,0,0.0,0
0,1,0.6081081081081081,1,0.0,960,0,0.3333333333333333,0
0,1,0.1891891891891892,1,0.4447595834627518,782,0,0.0,0
1,0,0.2837837837837838,0,0.48667086305838364,749,1,0.0,1
0,1,0.1891891891891892,1,0.3830512619685547,520,1,0.0,0
0,0,0.3243243243243243,1,0.46206358127317754,809,1,0.0,0
0,0,0.25675675675675674,0,0.49627185284670766,705,1,0.3333333333333333,0
1,0,0.48648648648648657,0,0.0,746,0,0.0,1
0,0,0.37837837837837845,1,0.0,950,2,0.0,0
1,1,0.2027027027027027,1,0.0,715,0,0.0,1
0,0,0.22972972972972977,1,0.4025076077701509,594,2,0.3333333333333333,0
0,1,0.35135135135135137,1,0.47261117053541546,785,0,0.0,0
0,0,0.13513513513513514,1,0.0,319,2,0.3333333333333333,0
0,1,0.12162162162162166,1,0.0,480,0,0.3333333333333333,0
1,1,0.2837837837837838,0,0.0,285,0,0.0,1
0,1,0.13513513513513514,0,0.0,979,2,0.3333333333333333,0
0,1,0.10810810810810811,0,0.0,554,2,0.3333333333333333,0
0,1,0.3243243243243243,0,0.45162205100883795,988,0,0.0,0
0,0,0.3108108108108108,0,0.0,911,0,0.0,0
0,0,0.1891891891891892,1,0.0,722,0,0.3333333333333333,0
1,0,0.02702702702702703,1,0.4956810153477056,812,1,0.0,1
0,1,0.3243243243243243,1,0.5868888439923956,638,0,0.3333333333333333,0
0,1,0.24324324324324326,1,0.41326815202140443,275,0,0.0,0
0,0,0.14864864864864863,0,0.5529744766092082,271,0,0.3333333333333333,0
0,1,0.2837837837837838,1,0.4459983732837504,377,2,0.0,0
0,1,0.25675675675675674,0,0.6088537381850935,763,2,0.0,0
1,1,0.1756756756756757,1,0.5738038898582289,647,1,0.3333333333333333,1
0,0,0.445945945945946,1,0.564201026799367,800,0,0.0,0
0,1,0.3378378378378379,0,0.0,489,0,0.3333333333333333,0
0,0,0.2027027027027027,0,0.0,290,0,0.3333333333333333,0
0,1,0.37837837837837845,0,0.0,800,0,0.0,0
0,0,0.16216216216216217,1,0.0,630,0,0.3333333333333333,0
1,1,0.3108108108108108,0,0.0,875,0,0.0,1
0,1,0.14864864864864863,1,0.0,885,0,0.3333333333333333,0
0,0,0.09459459459459457,1,0.6479137405948369,451,0,0.0,0
0,0,0.14864864864864863,0,0.49115344002818045,977,1,0.0,0
0,1,0.1756756756756757,1,0.30556514001362073,468,2,0.3333333333333333,0
1,1,0.27027027027027034,1,0.5591074447796713,230,0,0.6666666666666667,1
0,1,0.445945945945946,0,0.0,629,0,0.3333333333333333,0
0,0,0.37837837837837845,1,0.46139976593683923,804,0,0.3333333333333333,0
0,0,0.24324324324324326,1,0.5226924206557332,941,1,0.3333333333333333,0
1,0,0.36486486486486486,1,0.27252208257145366,351,0,0.0,1
1,0,0.2837837837837838,0,0.46964606227173755,778,1,0.6666666666666667,1
0,1,0.24324324324324326,0,0.0,291,2,0.3333333333333333,0
0,0,0.21621621621621623,1,0.0,742,0,0.3333333333333333,0
1,1,0.36486486486486486,1,0.0,666,0,0.0,1
0,0,0.16216216216216217,1,0.4427814097747815,691,2,0.0,0
0,0,0.3243243243243243,1,0.5287308085924448,351,2,0.0,0
1,1,0.5135135135135136,0,0.5136846199187887,658,0,0.0,1
0,1,0.5540540540540542,1,0.27552856221424404,558,1,0.0,0
0,1,0.25675675675675674,1,0.0,701,0,0.3333333333333333,0
0,1,0.2837837837837838,1,0.4838802878092855,797,0,0.0,0
1,0,0.36486486486486486,0,0.5235404542139002,661,2,0.6666666666666667,1
0,1,0.22972972972972977,0,0.4069274899621596,778,0,0.0,0
0,1,0.2972972972972973,1,0.6172352687100966,716,0,0.0,0
0,0,0.3108108108108108,0,0.3983526937171981,252,2,0.3333333333333333,0
0,0,0.2837837837837838,1,0.4850747169896751,346,1,0.3333333333333333,0
0,0,0.3378378378378379,0,0.0,989,2,0.3333333333333333,0
0,1,0.22972972972972977,1,0.5531439478076537,249,1,0.0,0
0,1,0.22972972972972977,1,0.0,569,0,0.3333333333333333,0
0,0,0.16216216216216217,1,0.5432154146729455,938,0,0.0,0
0,0,0.3243243243243243,1,0.4298819891375021,628,1,0.3333333333333333,0
1,0,0.10810810810810811,0,0.4318433033906317,244,1,0.0,1
1,0,0.39189189189189194,1,0.374143740990615,334,0,0.6666666666666667,1
1,0,0.36486486486486486,0,0.0,919,2,0.0,1
0,0,0.013513513513513542,1,0.5016387330808298,894,1,0.0,0
0,0,0.4189189189189189,1,0.6883808481762457,475,0,0.0,0
0,1,0.445945945945946,0,0.0,527,0,0.3333333333333333,0
0,1,0.5540540540540542,0,0.0,949,2,0.0,0
0,1,0.2837837837837838,0,0.5212750722813395,650,0,0.0,0
0,0,0.14864864864864863,0,0.4478604839120139,989,0,0.0,0
0,0,0.36486486486486486,0,0.36305999778635223,632,2,0.3333333333333333,0
0,1,0.10810810810810811,0,0.42327344939134454,961,0,0.0,0
0,0,0.39189189189189194,1,0.5686369712898174,627,0,0.3333333333333333,0
0,1,0.2027027027027027,1,0.4497178515787028,590,0,0.0,0
0,1,0.2972972972972973,0,0.0,712,0,0.3333333333333333,0
0,1,0.3378378378378379,0,0.0,678,2,0.3333333333333333,0
0,0,0.1891891891891892,0,0.41585183051811997,240,1,0.3333333333333333,0
0,1,0.5,1,0.4157295099376803,432,0,0.0,0
0,1,0.39189189189189194,1,0.5587412004611116,281,1,0.3333333333333333,0
0,0,0.2837837837837838,1,0.0,913,0,0.3333333333333333,0
1,0,0.36486486486486486,0,0.45819049479412144,727,0,0.0,1
1,1,0.2027027027027027,1,0.6564592819339519,342,0,0.0,1
0,1,0.5945945945945947,1,0.4746809750524606,644,0,0.0,0
0,1,0.1756756756756757,1,0.0,275,0,0.3333333333333333,0
1,0,0.39189189189189194,1,0.0,354,0,0.0,1
0,0,0.16216216216216217,1,0.0,268,2,0.0,0
0,0,0.3108108108108108,0,0.46020788759292675,623,0,0.0,0
0,0,0.12162162162162166,0,0.0,346,0,0.3333333333333333,0
0,0,0.3378378378378379,1,0.7370586599523337,642,2,0.0,0
0,0,0.3378378378378379,1,0.34260077468106676,840,1,0.3333333333333333,0
0,1,0.1891891891891892,1,0.45470493617548075,543,0,0.0,0
0,0,0.14864864864864863,0,0.6653329246149304,768,2,0.3333333333333333,0
0,0,0.12162162162162166,0,0.0,367,0,0.0,0
0,1,0.14864864864864863,1,0.0,488,0,0.3333333333333333,0
0,0,0.27027027027027034,0,0.4272404783950329,670,0,0.3333333333333333,0
0,1,0.24324324324324326,1,0.46343565230010325,883,0,0.0,0
0,1,0.12162162162162166,0,0.0,983,2,0.3333333333333333,0
0,0,0.2837837837837838,1,0.3629703199414551,244,0,0.0,0
0,1,0.3108108108108108,1,0.49043502084850477,946,1,0.0,0
0,1,0.2837837837837838,0,0.0,500,0,0.3333333333333333,0
0,0,0.2972972972972973,1,0.0,270,0,0.3333333333333333,0
0,0,0.3243243243243243,0,0.5491538417052119,879,0,0.0,0
0,1,0.40540540540540543,0,0.4309676490562364,980,1,0.3333333333333333,0
0,0,0.2837837837837838,1,0.4197629802602324,798,2,0.3333333333333333,0
0,0,0.02702702702702703,1,0.32112532223740725,381,0,0.0,0
0,1,0.05405405405405406,0,0.6969080155213618,333,0,0.0,0
1,0,0.36486486486486486,0,0.355359181889348,284,2,0.6666666666666667,1
0,1,0.9054054054054055,0,0.0,542,0,0.3333333333333333,0
0,1,0.24324324324324326,1,0.3579148011848158,676,0,0.0,0
1,0,0.36486486486486486,1,0.40338190697266774,847,1,0.0,1
0,0,0.3378378378378379,1,0.4228267341532971,748,0,0.3333333333333333,0
0,1,0.040540540540540515,1,0.0,931,0,0.3333333333333333,0
0,0,0.39189189189189194,1,0.0,743,0,0.3333333333333333,0
0,1,0.10810810810810811,0,0.404309016461624,596,2,0.3333333333333333,0
0,0,0.27027027027027034,1,0.0,756,0,0.3333333333333333,0
0,1,0.21621621621621623,1,0.4248886071631714,303,0,0.3333333333333333,0
0,0,0.14864864864864863,0,0.5198134429799764,349,1,0.3333333333333333,0
0,0,0.27027027027027034,0,0.0,360,0,0.0,0
